tacacs,49/udp,0.01402,# Login Host Protocol (TACACS),,
smtps,465/tcp,0.013888,# igmpv3lite | urd | smtp protocol over TLS/SSL (was ssmtp) | URL Rendesvous Directory for SSM | IGMP over UDP for SSM,,
kerberos-sec,88/udp,0.013476,# Kerberos (v5),,
ms-lsa,1028/udp,0.013443,,,
wdbrpc,17185/udp,0.013395,# vxWorks WDB remote debugging ONCRPC,,
h225gatedisc,1718/udp,0.012554,# H.225 gatekeeper discovery,,
unknown,49186/udp,0.01255,,,
afp,548/tcp,0.012395,# afpovertcp | AFP over TCP,,
ident,113/tcp,0.01237,"# auth | ident, tap, Authentication Service | Authentication Service",,
hosts2-ns,81/tcp,0.012056,# HOSTS2 Name Server,,
X11:1,6001/tcp,0.01173,# X Window server,,
cisco-sccp,2000/udp,0.011697,# cisco SCCP (Skinny Client Control Protocol),,
snet-sensor-mgmt,10000/tcp,0.011692,# ndmp | SecureNet Pro Sensor https management server or apple airport admin | Network Data Management Protocol,,
BackOrifice,31337/udp,0.011469,# cDc Back Orifice remote admin tool,,
shell,514/tcp,0.011078,"# syslog | BSD rshd(8) | cmd like exec, but automatic authentication is performed as for login server",,
unknown,49192/udp,0.011044,,,
unknown,49201/udp,0.011044,,,
printer,515/udp,0.011022,# spooler (lpd),,
rockwell-csp2,2223/udp,0.010902,# Rockwell CSP2,,
https,443/udp,0.01084,,,
sip,5060/tcp,0.010613,# Session Initiation Protocol (SIP),,
unknown,49181/udp,0.010542,,,
bgp,179/tcp,0.010538,# Border Gateway Protocol,,
radacct,1813/udp,0.010429,# RADIUS accounting protocol (RFC 2139),,
LSA-or-nterm,1026/tcp,0.010237,# cap | nterm remote_login network_terminal | Calendar Access Protocol,,
cfdptkt,120/udp,0.010181,,,
pcmail-srv,158/udp,0.010148,# PCMail Server,,
cisco-sccp,2000/tcp,0.010112,# cisco SCCP (Skinny Client Control Protocol) | Cisco SCCP | Cisco SCCp,,
unknown,49200/udp,0.01004,,,
https-alt,8443/tcp,0.009986,# pcsync-https | Common alternative https port | PCsync HTTPS,,
http-alt,8000/tcp,0.00971,# irdmi | A common alternative http port | iRDMI,,
adobeserver-3,3703/udp,0.00958,# Adobe Server 3,,
unknown,32815/udp,0.009322,,,
qotd,17/udp,0.009209,# Quote of the Day,,
filenet-tms,32768/tcp,0.009199,# Filenet TMS,,
upnp,5000/udp,0.008913,# also complex-main,,
sometimes-rpc6,32771/udp,0.00849,# Sometimes an RPC port on my Solaris box (rusersd),,
unknown,33281/udp,0.008286,,,
rtsp,554/tcp,0.008104,# Real Time Stream Control Protocol | Real Time Streaming Protocol (RTSP),,
iad1,1030/udp,0.008007,# BBN IAD,,
rsftp,26/tcp,0.007991,# RSFTP,,
asf-rmcp,623/udp,0.007929,# ASF Remote Management and Control,,
exp2,1022/udp,0.007929,# RFC3692-style Experiment 2 (*)    [RFC4727],,
ms-sql-s,1433/tcp,0.007929,# Microsoft-SQL-Server,,
unknown,49152/tcp,0.007907,,,
filenet-rpc,32769/udp,0.007768,# Filenet RPC,,
pcanywherestat,5632/udp,0.007694,,,
ndmp,10000/udp,0.007598,# Network Data Management Protocol,,
unknown,49156/udp,0.00753,,,
unknown,49182/udp,0.00753,,,
unknown,49191/udp,0.00753,,,
unknown,49194/udp,0.00753,,,
dc,2001/tcp,0.007339,# wizard | or nfr20 web queries | curry,,
wap-wsp,9200/udp,0.007268,# WAP connectionless session services,,
printer,515/tcp,0.007214,# spooler (lpd) | spooler,,
unknown,30718/udp,0.00719,,,
unknown,49185/udp,0.007028,,,
unknown,49188/udp,0.007028,,,
unknown,49190/udp,0.007028,,,
unknown,49211/udp,0.007028,,,
commplex-link,5001/udp,0.007018,,,
llmnr,5355/udp,0.006938,# LLMNR,,
http,8008/tcp,0.006843,# http-alt | IBM HTTP server | HTTP Alternate,,
unknown,49154/tcp,0.006767,,,
sometimes-rpc4,32770/udp,0.006745,# Sometimes an RPC port on my Solaris box,,
unknown,34555/udp,0.006732,,,
unknown,34861/udp,0.006732,,,
unknown,37444/udp,0.006732,,,
IIS,1027/tcp,0.006724,# 6a44 | IPv6 Behind NAT44 CPEs,,
iad3,1032/udp,0.006705,# BBN IAD,,
squid-ipc,3130/udp,0.006656,,,
lockd,4045/udp,0.006656,# NFS lock daemon/manager,,
iad2,1031/udp,0.006639,# BBN IAD,,
nrpe,5666/tcp,0.006614,# Nagios NRPE,,
ldp,646/tcp,0.006549,# Label Distribution,,
unknown,49158/udp,0.006526,,,
unknown,49196/udp,0.006526,,,
time,37/udp,0.006458,# timserver,,
symantec-av,2967/udp,0.006425,# Symantec AntiVirus (rtvscan.exe),,
upnp,5000/tcp,0.006423,"# commplex-main | Universal PnP, also Free Internet Chess Server",,
icq,4000/udp,0.006392,# AOL ICQ instant messaging clent-server communication,,
ftps-data,989/udp,0.006277,"# ftp protocol, data, over TLS/SSL",,
apple-sasl,3659/udp,0.006277,# Apple SASL,,
pcanywheredata,5631/tcp,0.006248,,,
rfa,4672/udp,0.006227,# remote file access server,,
unknown,34862/udp,0.006214,,,
telnet,23/udp,0.006211,,,
ipp,631/tcp,0.00616,# Internet Printing Protocol -- for one implementation see http://www.cups.org (Common UNIX Printing System) | IPP (Internet Printing Protocol),,
unknown,49153/tcp,0.006158,,,
blackice-icecap,8081/tcp,0.006147,# sunproxyadmin | ICECap user console | Sun Proxy Admin Service,,
nfs,2049/tcp,0.00611,# networked file system,,
kerberos-sec,88/tcp,0.006072,# kerberos | Kerberos (v5) | Kerberos,,
unknown,49162/udp,0.006024,,,
unknown,49187/udp,0.006024,,,
unknown,49189/udp,0.006024,,,
unknown,49195/udp,0.006024,,,
finger,79/tcp,0.006022,,,
vnc-http,5800/tcp,0.005947,"# Virtual Network Computer HTTP Access, display 0",,
veritas-ucl,2148/udp,0.005946,# Veritas Universal Communication Layer,,
pop3pw,106/tcp,0.005934,# 3com-tsmux | Eudora compatible PW changer | 3COM-TSMUX,,
ccproxy-ftp,2121/tcp,0.005834,# scientia-ssdb | CCProxy FTP Proxy | SCIENTIA-SSDB,,
nfsd-status,1110/tcp,0.005809,# nfsd-keepalive | webadmstart | Cluster status info | Start web admin server | Client status info,,
unknown,49155/tcp,0.005702,,,
unknown,41524/udp,0.005697,,,
X11,6000/tcp,0.005683,# X Window server,,
login,513/tcp,0.005595,"# who | BSD rlogind(8) | remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"" | maintains data bases showing who's logged in to machines on a local net and the load average of the machine",,
amanda,10080/udp,0.005585,# Amanda Backup Util,,
ftps,990/tcp,0.00557,"# ftp protocol, control, over TLS/SSL",,
wsdapi,5357/tcp,0.005474,# Web Services for Devices,,
svrloc,427/tcp,0.005382,# Server Location,,
sometimes-rpc8,32772/udp,0.005352,# Sometimes an RPC port on my Solaris box (status),,
unknown,49156/tcp,0.005322,,,
timbuktu,407/udp,0.005305,,,
nameserver,42/udp,0.005288,# Host Name Server,,
klogin,543/tcp,0.005282,# Kerberos (v4/v5),,
kshell,544/tcp,0.005269,# krcmd Kerberos (v4/v5) | krcmd,,
unknown,33354/udp,0.005179,,,
activesync-notify,1034/udp,0.005173,# Windows Mobile device ActiveSync Notifications,,
admdog,5101/tcp,0.005156,# talarian-udp | talarian-tcp | (chili!soft asp) | Talarian_TCP | Talarian_UDP,,
unknown,49180/udp,0.00502,,,
unknown,49199/udp,0.00502,,,
news,144/tcp,0.004981,# uma | NewS window system | Universal Management Architecture,,
unknown,1001/udp,0.004955,,,
ms-wbt-server,3389/udp,0.004955,"# Microsoft Remote Display Protocol (aka ms-term-serv, microsoft-rdp)",,
gnutella,6346/udp,0.004893,# Gnutella file sharing protocol,,
echo,7/tcp,0.004855,,,
ftp,21/udp,0.004844,# File Transfer [Control],,
daytime,13/udp,0.004827,,,
talk,517/udp,0.004794,# BSD talkd(8),,
instl_bootc,1068/udp,0.004778,# Installation Bootstrap Proto. Cli.,,
ldap,389/tcp,0.004717,# Lightweight Directory Access Protocol,,
ajp13,8009/tcp,0.004642,# Apache JServ Protocol 1.3,,
ftps,990/udp,0.004625,"# ftp protocol, control, over TLS/SSL",,
danf-ak2,1041/udp,0.004625,# AK2 Product,,
fpitp,1045/udp,0.004625,# Fingerprint Image Transfer Protocol,,
hp-hcip,1782/udp,0.004625,,,
X11:1,6001/udp,0.004625,,,
keysrvr,19283/udp,0.004575,# Key Server for SASSAFRAS,,
unknown,49171/udp,0.004518,,,
unknown,49179/udp,0.004518,,,
unknown,49184/udp,0.004518,,,
unknown,49202/udp,0.004518,,,
unknown,49205/udp,0.004518,,,
unknown,49208/udp,0.004518,,,
unknown,49209/udp,0.004518,,,
unknown,49210/udp,0.004518,,,
squid-http,3128/tcp,0.004516,# ndl-aas | Active API Server Port,,
sd,9876/udp,0.004498,# Session Director,,
snpp,444/tcp,0.004466,# Simple Network Paging Protocol,,
sygatefw,39213/udp,0.004446,# Sygate Firewall management port version 3.0 build 521 and above,,
abyss,9999/tcp,0.004441,# Abyss web server remote web management interface | distinct,,
airport-admin,5009/tcp,0.004416,# winfs | Apple AirPort WAP Administration | Microsoft Windows Filesystem,,
mdbs_daemon,800/udp,0.004333,,,
realserver,7070/tcp,0.004328,# arcp | ARCP,,
ldap,389/udp,0.0043,# Lightweight Directory Access Protocol,,
kpasswd5,464/udp,0.0043,# Kerberos (v5),,
nsstp,1036/udp,0.004295,# Nebula Secure Segment Transfer Protocol,,
mtqp,1038/udp,0.004295,# Message Tracking Query Protocol,,
sbl,1039/udp,0.004295,# Streamlined Blackhole,,
timbuktu-srv3,1419/udp,0.004267,# Timbuktu Service 3 Port,,
aol,5190/tcp,0.00419,# America-Online.  Also can be used by ICQ | America-Online,,
osu-nms,192/udp,0.004168,# OSU Network Monitoring System,,
smux,199/udp,0.004152,,,
unknown,44968/udp,0.004143,,,
ppp,3000/tcp,0.004115,"# remoteware-cl | hbci | User-level ppp daemon, or chili!soft asp | HBCI | RemoteWare Client",,
postgresql,5432/tcp,0.00409,# PostgreSQL database server | PostgreSQL Database,,
ufsd,1008/udp,0.00402,,,
unknown,49159/udp,0.004016,,,
unknown,49166/udp,0.004016,,,
upnp,1900/tcp,0.003977,# ssdp | Universal PnP | SSDP,,
mapper-ws_ethd,3986/tcp,0.003977,# mapper-ws-ethd | MAPPER workstation server,,
unknown,1024/udp,0.003964,,,
netinfo-local,1033/udp,0.003964,# local netinfo port,,
daytime,13/tcp,0.003927,,,
unknown,19682/udp,0.003922,,,
unknown,22986/udp,0.003922,,,
ssh,22/udp,0.003905,# Secure Shell Login,,
ms-lsa,1029/tcp,0.003801,# solid-mux | Solid Mux Server,,
discard,9/tcp,0.003764,# sink null,,
globe,2002/udp,0.00374,,,
ida-agent,5051/tcp,0.003649,# ita-agent | Symantec Intruder Alert | ITA Agent,,
unknown,6646/tcp,0.003649,,,
secure-aux-bus,664/udp,0.003634,,,
exp1,1021/udp,0.003634,# RFC3692-style Experiment 1 (*)    [RFC4727],,
unknown,11487/udp,0.003634,,,
unknown,49157/tcp,0.003573,,,
unknown,49163/udp,0.003514,,,
unknown,49165/udp,0.003514,,,
unknown,49168/udp,0.003514,,,
unknown,49172/udp,0.003514,,,
unknown,58002/udp,0.003514,,,
boinc,1043/udp,0.003493,# BOINC Client Control,,
unknown,1028/tcp,0.003421,,,
rsync,873/tcp,0.0034,# Rsync server ( http://rsync.samba.org ),,
wms,1755/tcp,0.00335,# Windows media service | ms-streaming,,
pn-requester,2717/tcp,0.003345,# PN REQUESTER,,
radmin,4899/tcp,0.003337,# radmin-port | Radmin (www.radmin.com) remote PC control software | RAdmin Port,,
corba-iiop,683/udp,0.003304,,,
unknown,1019/udp,0.003304,,,
dcutility,1044/udp,0.003304,# Dev Consortium Utility,,
td-postman,1049/udp,0.003304,# Tobit David Postman VPMN,,
vrtstrapserver,1885/udp,0.003304,# Veritas Trap Server,,
apc-3052,3052/udp,0.003304,# APC 3052,,
sentinel-lm,5093/udp,0.003304,# Sentinel LM,,
nat-pmp,5351/udp,0.003304,,,
X11,6000/udp,0.003304,,,
unknown,7938/udp,0.003304,,,
securid,5500/udp,0.003295,# SecurID,,
jetdirect,9100/tcp,0.003287,# pdl-datastream | hp-pdl-datastr | HP JetDirect card | PDL Data Streaming Port | Printer PDL Data Stream,,
unknown,16680/udp,0.003268,,,
unknown,27892/udp,0.003268,,,
nntp,119/tcp,0.003262,# Network News Transfer Protocol,,
sometimes-rpc10,32773/udp,0.003238,# Sometimes an RPC port on my Solaris box (rquotad),,
time,37/tcp,0.003161,# timserver,,
cadlock,1000/tcp,0.003149,# cadlock2,,
nessus,3001/tcp,0.003124,# origo-native | Nessus Security Scanner (www.nessus.org) Daemon or chili!soft asp | OrigoDB Server Native Interface,,
unknown,35777/udp,0.003107,,,
unknown,41058/udp,0.003107,,,
auth,113/udp,0.003031,"# ident, tap, Authentication Service",,
commplex-link,5001/tcp,0.003023,,,
unknown,49160/udp,0.003012,,,
unknown,49169/udp,0.003012,,,
unknown,49174/udp,0.003012,,,
unknown,52225/udp,0.003012,,,
mdc-portmapper,685/udp,0.002973,# MDC Port Mapper,,
hcp-wismar,686/udp,0.002973,# Hardware Control Protocol Wismar,,
neod1,1047/udp,0.002973,# Sun's NEO Object Request Broker,,
vfo,1056/udp,0.002973,# VFO,,
leoip,1886/udp,0.002973,# Leonardo over IP,,
X11:4,6004/udp,0.002973,,,
sophos,8193/udp,0.002973,# Sophos Remote Management System,,
landesk-cba,38293/udp,0.00297,,,
hp-managed-node,782/udp,0.002933,# hp performance data managed node,,
xfer,82/tcp,0.002923,# XFER Utility,,
concert,786/udp,0.0029,,,
rxapi,10010/tcp,0.002889,# ooRexx rxapi services,,
landesk-cba,38037/udp,0.002869,,,
iad1,1030/tcp,0.00286,# BBN IAD,,
sometimes-rpc12,32774/udp,0.002819,# Sometimes an RPC port on my Solaris box (rusersd),,
zeus-admin,9090/tcp,0.002747,# websm | Zeus admin server | WebSM,,
msmq-mgmt,2107/tcp,0.002737,# bintec-admin | Microsoft Message Queuing (IANA calls this bintec-admin) | BinTec Admin,,
kdm,1024/tcp,0.002722,# K Display Manager (KDE version of xdm),,
wpgs,780/udp,0.002718,,,
socks,1080/udp,0.002685,,,
sometimes-rpc14,32775/udp,0.002668,# Sometimes an RPC port on my Solaris box (status),,
zephyr-clt,2103/tcp,0.002661,# Zephyr serv-hm connection,,
xfr,682/udp,0.002643,# XFR,,
unknown,983/udp,0.002643,,,
unknown,1014/udp,0.002643,,,
brvread,1054/udp,0.002643,# BRVREAD,,
fpo-fns,1066/udp,0.002643,,,
epnsdp,2051/udp,0.002643,# EPNSDP,,
unknown,6970/udp,0.002643,,,
unknown,6971/udp,0.002643,,,
apc-9950,9950/udp,0.002643,# APC 9950,,
hp-collector,781/udp,0.002636,# hp performance data collector,,
mmcc,5050/udp,0.002636,# multimedia conference control tool,,
unknown,16832/udp,0.002614,,,
unknown,16947/udp,0.002614,,,
unknown,18449/udp,0.002614,,,
unknown,19120/udp,0.002614,,,
unknown,19503/udp,0.002614,,,
unknown,19616/udp,0.002614,,,
unknown,20019/udp,0.002614,,,
unknown,20126/udp,0.002614,,,
unknown,20389/udp,0.002614,,,
unknown,21383/udp,0.002614,,,
unknown,22846/udp,0.002614,,,
unknown,22996/udp,0.002614,,,
unknown,25375/udp,0.002614,,,
unknown,27195/udp,0.002614,,,
unknown,28547/udp,0.002614,,,
unknown,29823/udp,0.002614,,,
unknown,30303/udp,0.002614,,,
unknown,30365/udp,0.002614,,,
unknown,31073/udp,0.002614,,,
unknown,31681/udp,0.002614,,,
unknown,31891/udp,0.002614,,,
X11:4,6004/tcp,0.002597,# X Window server,,
unknown,33355/udp,0.002589,,,
unknown,42172/udp,0.002589,,,
msmq,1801/tcp,0.002585,# Microsoft Message Queuing | Microsoft Message Que,,
mmcc,5050/tcp,0.002584,# multimedia conference control tool,,
sometimes-rpc22,32779/udp,0.002584,# Sometimes an RPC port on my Solaris box,,
chargen,19/tcp,0.002559,# ttytst source Character Generator | Character Generator,,
unknown,49167/udp,0.00251,,,
unknown,49175/udp,0.00251,,,
unknown,49198/udp,0.00251,,,
unknown,49204/udp,0.00251,,,
unknown,49212/udp,0.00251,,,
unknown,49213/udp,0.00251,,,
unknown,49215/udp,0.00251,,,
unknown,52503/udp,0.00251,,,
unknown,53571/udp,0.00251,,,
unknown,8031/tcp,0.002509,,,
rfe,5002/udp,0.002504,# Radio Free Ethernet,,
danf-ak2,1041/tcp,0.002433,# AK2 Product,,
halflife,27015/udp,0.002432,# Half-life game server,,
unknown,255/tcp,0.002409,,,
neod2,1048/tcp,0.002357,# Sun's NEO Object Request Broker,,
td-postman,1049/tcp,0.002357,# Tobit David Postman VPMN,,
remote-as,1053/tcp,0.002357,# Remote Assistant (RA),,
brvread,1054/tcp,0.002357,,,
vfo,1056/tcp,0.002357,,,
jstel,1064/tcp,0.002357,,,
syscomlan,1065/tcp,0.002357,,,
symantec-av,2967/tcp,0.002357,# ssc-agent | Symantec AntiVirus (rtvscan.exe) | SSC-AGENT,,
adobeserver-3,3703/tcp,0.002357,# Adobe Server 3,,
filemaker,5003/udp,0.002356,# Filemaker Server - http://www.filemaker.com/ti/104289.html,,
qotd,17/tcp,0.002346,# Quote of the Day,,
afs3-fileserver,7000/udp,0.002339,# file server itself,,
who,513/udp,0.002323,# BSD rwhod(8),,
lansource,1485/udp,0.002323,,,
corba-iiop-ssl,684/udp,0.002313,# CORBA IIOP SSL,,
ams,1037/udp,0.002313,# AMS,,
neod2,1048/udp,0.002313,# Sun's NEO Object Request Broker,,
syscomlan,1065/udp,0.002313,# SYSCOMLAN,,
ff-fms,1090/udp,0.002313,# FF Fieldbus Message Specification,,
cft-0,1761/udp,0.002313,,,
bacula-sd,9103/udp,0.002313,# Bacula Storage Daemon,,
ccproxy-http,808/tcp,0.002296,# CCProxy HTTP/Gopher/FTP (over HTTP) proxy,,
rendezvous,3689/tcp,0.002283,# daap | Rendezvous Zeroconf (used by Apple/iTunes) | Digital Audio Access Protocol (iTunes),,
sometimes-rpc18,32777/udp,0.002282,# Sometimes an RPC port on my Solaris box (walld),,
apertus-ldp,539/udp,0.002274,# Apertus Technologies Load Determination,,
mobileip-agent,434/udp,0.002257,,,
phonebook,767/udp,0.002257,# phone,,
bo2k,54321/udp,0.002246,# Back Orifice 2K Default Port,,
squid-snmp,3401/udp,0.002241,# Squid proxy SNMP port,,
iad2,1031/tcp,0.002221,# BBN IAD,,
mcidas,112/udp,0.002208,# McIDAS Data Transmission Protocol,,
dcutility,1044/tcp,0.002205,# Dev Consortium Utility,,
bsquare-voip,1071/tcp,0.002205,,,
vnc-1,5901/tcp,0.002145,# Virtual Network Computer display 1,,
biff,512/udp,0.002142,# comsat,,
ock,1000/udp,0.002142,,,
gnutella2,6347/udp,0.002142,# Gnutella2 file sharing protocol,,
newacct,100/tcp,0.002133,# [unauthorized use],,
jetdirect,9102/tcp,0.002133,# bacula-fd | HP JetDirect card. Also used (and officially registered for) Bacula File Daemon (an open source backup system) | Bacula File Daemon,,
sbl,1039/tcp,0.002129,# Streamlined Blackhole,,
icslap,2869/tcp,0.002129,"# Universal Plug and Play Device Host, SSDP Discovery Service",,
newoak,4001/tcp,0.002129,,,
barracuda-bbs,5120/tcp,0.002129,# Barracuda Backup Protocol,,
xmpp,8010/tcp,0.002129,# XMPP File Transfer,,
cslistener,9000/tcp,0.002129,,,
rsvp_tunnel,363/udp,0.002125,,,
eklogin,2105/tcp,0.00212,# minipay | Kerberos (v4) encrypted rlogin | MiniPay,,
ldapssl,636/tcp,0.002083,# ldaps | LDAP over SSL | ldap protocol over TLS/SSL (was sldap),,
unknown,32818/udp,0.002071,,,
unknown,32931/udp,0.002071,,,
unknown,33744/udp,0.002071,,,
unknown,34125/udp,0.002071,,,
unknown,34892/udp,0.002071,,,
unknown,35438/udp,0.002071,,,
unknown,36206/udp,0.002071,,,
unknown,39888/udp,0.002071,,,
unknown,40116/udp,0.002071,,,
unknown,40441/udp,0.002071,,,
unknown,40708/udp,0.002071,,,
unknown,40732/udp,0.002071,,,
unknown,40915/udp,0.002071,,,
unknown,41081/udp,0.002071,,,
unknown,41370/udp,0.002071,,,
candp,42508/udp,0.002071,# Computer Associates network discovery protocol,,
unknown,45441/udp,0.002071,,,
directplaysrvr,47624/udp,0.002071,# Direct Play Server,,
mtqp,1038/tcp,0.002053,# Message Tracking Query Protocol,,
rap,38/udp,0.002043,# Route Access Protocol,,
wpages,776/udp,0.002043,,,
zebra,2601/tcp,0.002032,# discp-client | zebra vty | discp client,,
sometimes-rpc16,32776/udp,0.002013,# Sometimes an RPC port on my Solaris box (sprayd),,
unknown,49157/udp,0.002008,,,
unknown,49161/udp,0.002008,,,
unknown,49170/udp,0.002008,,,
unknown,49173/udp,0.002008,,,
unknown,49176/udp,0.002008,,,
unknown,49197/udp,0.002008,,,
unknown,49207/udp,0.002008,,,
unknown,49503/udp,0.002008,,,
unknown,50612/udp,0.002008,,,
unknown,51717/udp,0.002008,,,
unknown,54281/udp,0.002008,,,
unknown,56141/udp,0.002008,,,
unknown,58631/udp,0.002008,,,
unknown,58640/udp,0.002008,,,
unknown,61370/udp,0.002008,,,
unknown,62287/udp,0.002008,,,
unknown,63555/udp,0.002008,,,
unknown,64513/udp,0.002008,,,
tcpmux,1/tcp,0.001995,# TCP Port Service Multiplexer [rfc-1078] | TCP Port Service Multiplexer,,
afs3-fileserver,7000/tcp,0.001995,"# file server itself, msdos | file server itself",,
dbase,217/udp,0.001993,# dBASE Unix,,
acmaint_transd,775/udp,0.001993,,,
sometimes-rpc1,1012/udp,0.001993,# This is rstatd on my openBSD box,,
sanity,643/udp,0.001982,# SANity,,
asipregistry,687/udp,0.001982,,,
realm-rusd,688/udp,0.001982,# ApplianceWare managment protocol,,
pkix-3-ca-ra,829/udp,0.001982,# PKIX-3 CA/RA,,
ideafarm-door,902/udp,0.001982,# self documenting Door: send 0x00 for info,,
unknown,959/udp,0.001982,,,
mxxrlogin,1035/udp,0.001982,# MX-XR RPC,,
netarx,1040/udp,0.001982,# Netarx Netcare,,
afrog,1042/udp,0.001982,# Subnet Roaming,,
jstel,1064/udp,0.001982,# JSTEL,,
cognex-insight,1069/udp,0.001982,,,
fjicl-tep-a,1901/udp,0.001982,# Fujitsu ICL Terminal Emulator Program A,,
apc-2160,2160/udp,0.001982,# APC 2160,,
ws-discovery,3702/udp,0.001982,# Web Service Discovery,,
